          white dwarf sequence = Tc600502 MLT alpha 0.7
          temperature of model =  11385 K
     model number =   30   age (yrs) =  3.39543E+08   l/l sun =  3.39747E-03
     number of points in model = 454   r/r sun =  1.51169E-02
      DE = +3.0, -3.0; Mod. Ledoux of the BV freq, Reint opacs in WDXD
          Nu_o          Pi_o          t dyn
         0.0499        39.7542        0.2557
     l  k  period   int. per   log K.E.      y3   nodes = y1   = y2   =plmode   rint 1

     1  0   52.213   53.798    43.2052  -0.95587E+00      1      2      0   49.469   0.948
     1  4   76.908   77.727    43.4679  -0.12066E+01      3      4      4   50.888   0.495
     1  4  155.349  155.138    46.6270  -0.11966E+01      4      6      4   51.787   0.473
     1  5  171.206  169.219    46.4349  -0.11790E+01      5      5      5   51.269   0.486
     1  6  185.826  185.785    49.0597  -0.11664E+01      6      6      6   51.683   0.490
     1  9  331.842  331.897    45.6232  -0.34781E+00      9     15      9   54.222   0.493
     1 13  460.155  459.436    45.3371   0.21641E-01     13     15     13   50.099   0.498
     1 11  463.587  463.544    46.0046  -0.13862E-02     15     16     11   46.948   0.341
     1 15  469.844  469.958    44.7851  -0.19434E-01     15     15     15   51.200   0.497
     1 16  511.572  511.843    44.4934   0.20124E+00     16     18     16   54.184   0.497
     1 17  553.496  553.524    44.2837  -0.20484E+00     17     25     17   52.920   0.498
     1 18  563.220  562.546    45.0239  -0.25143E+00     18     24     18   51.836   0.499
     1  3  590.917  590.942    43.5763   0.20332E-02      4     25      3   47.358   0.491
     1 22  658.147  657.420    45.2092  -0.30596E-01     22     24     22   53.394   0.499
     1 27 1063.346 1062.266    38.4424  -0.61376E-04     36     39     27   45.414   0.469
     2  3   90.119   90.233    46.9470   0.22376E+00      3      7      3   52.890   0.140
     2  4   99.074   98.798    46.0356   0.26636E+00      4      6      4   52.506   0.151
     2  5  107.488  107.845    48.3630   0.29215E+00      6      9      5   53.023   0.156
     2  6  141.547  141.624    46.6742   0.13970E+00      6     12      6   53.726   0.152
     2  7  155.117  154.694    46.5415   0.38546E-01      7     11      7   52.763   0.161
     2  8  169.162  169.455    46.1622  -0.22143E-01      8     12      8   53.781   0.160
     2  9  191.734  191.765    45.6161  -0.10740E-01      9     15      9   54.384   0.160
     2 10  213.895  213.477    46.0136   0.83501E-01     10     16     10   52.871   0.164
     2 11  220.988  221.169    45.4773   0.10825E+00     11     15     11   53.515   0.162
     2 12  244.471  244.699    45.0253   0.93518E-01     12     16     12   54.347   0.163
     2 13  265.790  265.386    45.3421   0.24979E-01     13     17     13   52.557   0.165
     2 14  271.368  271.435    44.7840   0.12809E-01     14     18     14   53.086   0.164
     2 15  295.451  295.607    44.4928  -0.32888E-02     15     19     15   53.679   0.164
     2 16  319.649  319.667    44.2826   0.36378E-03     16     22     16   50.460   0.165
     2 17  321.982  322.063    45.0856  -0.39532E-03     18     21     17   46.274   0.120
     2 18  325.266  324.913    45.0295  -0.17726E-02     18     20     18   49.786   0.165
     2 18  345.631  345.698    44.0400  -0.74708E-02     19     21     18   52.836   0.165
     2 11  360.253  360.309    42.9194  -0.24339E-03     11     20     11   45.865   0.127
     2 21  370.169  370.283    43.8850   0.45475E-02     21     25     21   52.856   0.165
     2 22  380.060  379.636    45.2100   0.58524E-03     22     24     22   52.057   0.166
     2 21  395.603  395.692    43.7055  -0.35792E-01     23     25     21   54.951   0.165
     2 22  420.491  420.494    43.5604  -0.29818E-01     24     30     22   55.663   0.165
     2 23  432.846  432.389    45.1270   0.70178E-01     25     27     23   53.839   0.166
     2 25  486.591  486.145    45.0624   0.29310E-01     28     30     25   54.285   0.166
     2 26  519.807  519.816    41.8037  -0.99393E-04     30     31     26   44.614   0.123
     2 26  519.807  519.816    41.8050  -0.99393E-04     30     31     26   44.614   0.123
     2 28  590.859  590.392    44.6980  -0.64134E-02     35     37     28   56.663   0.166
     2 42 1447.596 1419.772    36.6481  -0.34582E-03     66     63     42   57.708   0.166
